author_id,author_name
1073511,Ито Огурэ
1073518,Игорь Илюшин
107353,Д. В. Вахненко
1073537,Детальмо Пирцио-Бироли
1073539,Марк Брэндл
1073639,Сергей Сергеевич Саенко
1073641,Борис  Лурье
1073649,Сэмин Носрэт
1073654,Наталья Тутова
1073655,Александр Карапац
1073660,Мэри де Морган
1073663,Триша Клесен
1073678,Боб Батчелор
1073679,Сара Маркиз
10737,Федор Успенский
1073731,Берт Кейзер
1073732,Дэвид Л. Хоффманн
1073736,Инухико Ёмота
1073738,Александр Гарин
1073739,Анна Рольская
1073741,Мэтт Трифт
1073744,Шрини Пиллэй
1073745,Таша Эйрих
1073746,Джинн Доби
1073749,Брэдли Биркенфельд
1073750,Юлия Лапина
1073751,Ник Коленда
1073753,Али Бенджамин
1073754,Верена Райнхардт
1073758,Валентин Кульчицкий
1073763,Сара Пеннипакер
1073767,Дженна Рейни
1073786,Елена Ромова
10738,Стив Эриксон
1073802,Мэтт Батчер
1073803,Крис Симмондс
1073807,Симон Сенлорен
1073817,Доминик Ламблен
1073818,Джозеф Меркола
1073828,Анна Мичи
1073867,Екатерина Федорчук 
1073873,Ховард Айленд
1073878,Стив Уильям Фуллер
1073882,Лоренцо де Медичи
1073888,Алексей Соловьев
1073898,Ольга Бегунова
107390,Красильникова Л.А.
1073911,Виктория Симакова
1073917,Николай Владимирович Углов
1073920,Любовь Базлова
1073929,Ольга Клушина
1073935,Ксения Комал
1073947,Вячеслав Ширяев
1073949,Ярослава Лим
1073952,Вера Миносская
1073983,Людмила Дубровская
1073990,Дмитрий Коровин
1073992,Надежда Соколова
1073997,Сахиб Шихмирзаева
1074000,Игорь Чирков
1074003,Надежда Дёмкина
1074004,Анна Лобанова
1074014,Солоинк Логик
1074015,Сергей Гейченко
1074027,Antti Laaksonen
1074059,Эмили Эбер
1074065,"Джеффри Эллиот,  Джеймс П. Дьюан"
1074066,Грант Фолкнер
1074067,Элеонора Тэри
107409,Антонина Маркова
1074113,Маргарита Корсакова
1074127,Дмитрий Синица
1074128,Лаура Магни
1074131,БигРашнБосс Шоу
1074148,Вашкова Ханна
1074153,Йошихито Исогава
1074155,Кирстен Керни
1074158,Лаврентий Загоскин
1074179,Мария Тович
1074197,Осипова Наталия
1074236,Ван Цзуминь
1074238,Хуан Паньпань
1074239,Сунь Чжичжэн
1074242,Мао Хуэйвэй
1074243,У Шаохуэй
1074245,Фан Юн
1074247,Ван Юйлэй
1074248,Лю Сюань
1074249,Цзя Хуцзюнь
1074253,Ван Най
1074255,Ли Чжуншэнь
1074257,Фэн Хэцзюнь
1074261,Хэ Чанлин
1074263,К. Конбой
1074271,Виктор Меламед
1074289,Киёси Сигэмацу
1074290,Степаненко Екатерина
107434,Дениза Робинс
107443,Кузнецов С.
1074435,Идриз Зогай
1074436,Марьяна Федоткина
1074437,Эйко
1074446,Валаханович К.
1074467,Любовь Бросалина
107448,Эдуард Шим
107449,Евгений Монах
107450,Карл Кениг
107455,Алиса Лисовская
1074591,Жерихина Е.И.
107461,Юрий Яковлев
1074641,Олег Коврига
1074653,Алексей Любжин
107468,Дмитрий Стрешнев
1074900,Бабенко В.Т.
107491,Александр Белов
1074973,Жемкова Е.
107501,Анатолий Черняев
1075086,Елена Катасонова
1075090,Виктор Тополянский
1075104,Шаолин Чжао
1075108,Ло Вэйдун
1075110,Оуян Кан
1075113,Ян Юаньмэй
1075116,Чжан Сюэсун
1075178,Евгения Чернышова
1075180,Татьяна Рабцева
1075181,Елена Мамонтова
1075182,Мария Ионина
1075183,Зуля Стадник
1075217,Андерс Н. Кваммен
1075218,Игорь Храмов
1075399,Шон Ашер
1075412,Бердникова Анна
1075488,Николай Юдин
107568,Ольга Ушакова
1075739,Дэниел Либерман
107574,Виктор Крафт
1075741,Валентин Степашкин
1075742,Зырянова Т. В.
1075766,Штейнберг З.И.
1075768,Максим Фоменко
1075781,Sasaki Hitoko
1075785,Мицуё Какута
1075788,Кассандра Тарасова
1075798,Денис Ануров
1075817,Литвинец Нина
107582,Роман Папсуев
1075825,Сергей Мохов
1075828,Лина Шнорр
107584,В. Ф. Кузнецов
1075845,Танги Гребан
1075846,Зигрид Хойк
1075869,Юлиус Велльхаузен
1075881,Игорь Агафонов
1075893,Елена Ядренцева
1075900,Рон Паджетт
1075903,Жуковская Т. Н.
1075905,Фуат Еникеев
1075921,Майкл Перл
1075922,Карл Бункер
107593,Колычев Н.М.
1075943,Вадим Гребенников
1075974,Нагацуки Таппей
1075975,Куганэ Маруяма
1076052,Ян Левин
1076082,Вероника Андросова
1076085,Мими Ториссон
1076086,Джеймс Хоус
1076091,Фрауке Шойнеманн
1076099,Оота Тосимаса
1076103,Йоганн Штернгальс
1076128,Судхир Венкатеш
1076136,Иван Расстегаев
1076141,Мо Гавдат
1076146,Сигэру Мидзуки
1076176,Барбара Эмрис
1076183,И. К. Уивер
1076203,Алекс Хилл
1076205,К.В. Рудый
1076209,Артур Томас Уоткин
1076237,Анастасия Попова
1076241,Нина Опалько
1076264,Дэн Паллотта
1076266,Пётр Перцов
1076268,Герберт Фрейденбергер
1076297,Ольга Думенко
107630,Шин-Ичи Хиромото
1076302,Екатерина Святицкая
1076304,Виктор Уманский
107632,О. Б. Дарвиш
1076338,Анастасия Скуба
1076358,Алекс Кэрри
1076359,Анна Магдалина
1076365,Джей Габриэля Ди
1076414,Ольга Сергеевна Гладкевич
1076418,Элизабет Тон
1076430,Маль С.
107649,Елизавета Хамраева
1076499,Жадсон Брюер
1076500,Тодд Роуз
1076505,Тайнан 
1076506,Дин Карназес
1076512,Тим Волков
1076523,Гиллиан Кейс
10766,Фьель Ингемар
1076612,Александр Гулий
1076622,Геннадий Глазов
1076625,Игорь Ваганов
1076631,Кисиро Юкито
1076633,Штепанка Секанинова
1076635,Евгения Крюкова
1076638,Игорь Намаконов
1076640,Массимо Пильюччи
1076641,Мауни Феддэг
1076643,Грег Токкини
10767,Вячеслав Чиркин
107670,Любовь Цветкова
1076727,Джей Уорли
1076768,Мартин Одерски
1076784,Александр Каплан
1076785,Ксения Иваненко
1076787,Лора Оуэн
107680,Евгений Весник
1076805,Кейтлин Дайри
107681,Ариман Португалов
1076820,Ольга Anabolik
1076829,Дмитрий Кошевар
1076833,Мира Филиппова
1076838,Екатерина Милютина
1076843,Алексей Изверин
1076849,Ирина Дарсеньева
1076856,Карл Эрдман
1076863,Федор Вель
1076898,Marie Stopes
10769,Борис Тураев
1076919,Геннадий Тартаковский
1076924,Акира Хирамото
1076941,Таисия Кольт
107697,Стивен Иссерлис
1076985,Марина Сергеевна Левина
1077017,Павел Геннадьевич Ковалев
1077019,Сергей Комаров
1077055,Валентина Георгиевна Каменская
1077056,Гил Петерсил
1077064,Дж. С. Купер
1077070,Караваева Д.
1077134,Олег Константинович Петрович-Белкин
107723,Ирина Романова
1077322,Анна Мария Роу
1077338,Стэф Джаггер
1077345,
107736,Колин Хиггинс
1077406,Лидия Миленина
1077409,Михаил Халецкий
1077426,Марк Шенэ
1077439,Павел Майка
1077442,Шеннон А. Чакраборти
1077443,Николас Имс
1077453,Риверс Соломон
1077489,Сергей Рязанский
1077495,Гэвин Максвелл
10775,Джим Коллинз
1077501,Сальва Рубио
1077504,Джоди Фостер
1077507,Ян Мульфейт
1077518,Четан Паркин.
1077549,Линдси Пауэлл
1077560,Игорь Мартьянов
1077562,"Алекс Хатчетт, Эрик Брагалян"
1077575,Светлана Майдонова
1077595,Ульяна Островская
1077605,Tатьяна Дьяченко
1077617,Тэсс Михевич
1077627,Илья Сергеевич Качай
1077631,Андрей Бородкин
1077637,Мила Дрим
1077702,Дилан Тюрас
1077708,Рут Мазо Каррас
1077709,Пак Хи Ёль
1077711,Элис Лаплант
1077713,Грэг Смолвуд
1077722,Ари Турунен
1077723,Шэрон Бегли
1077726,Haruko Ichikawa
1077737,Варвара Корсарова
1077739,Ким Карр
1077748,Жан Тироль
1077761,Мария Бурас
1077762,Корбетт Томас
1077770,Андрей Шиканян
1077788,Н. О. Зиновьева
1077807,Каиу Сираи
1077808,Поска Дэмидзу
1077809,Bex-chan
1077827,Лоррен Фуше
1077830,Лилия Волкова
1077852,Стило Фантом
1077855,Анна Болава
1077859,Анатолий Тихонович Гринденко
1077861,Дарси Белл
1077863,Рита Навьер
1077865,Андрей Плигин
1077896,Хуан Баутиста де Помар
10779,Кормак Маккарти
1077917,Мег Вулицер
1077936,Дилан Тригг
1077942,Андрей Асковд
1077953,Саша Петров
1077966,Джон Поуп-Хеннесси
1077970,Руфи Торп
1077976,Алиона Хильт
1077977,Тери Уилсон
10780,Альфред Жарри
1078019,Руслан Ершов
1078054,Dieter Kreutzkamp
1078069,Гэй Тализ
10781,Александр Бойко
107818,Георгий Любарский
1078261,Терри Праатчетт
107827,Иван Соколов-Микитов
1078277,Team Getname 
1078278,Хосе М. Херроу Арагон
1078287,Кириченко К.А.
1078296,Катерина Кулик
1078298,Виктор Вальд
1078304,Роберт Сикоряк
1078325,Игорь Зенин
107834,Джейн Остин
1078350,Imber Amantha
1078445,Феникс Фламм
1078456,Марина Дарман
1078457,Валерия Яблонцева
1078474,Фрэнки Лав
1078496,Віктар Кажура
10785,Роберт Юнг
1078511,Диана Билык
1078514,Роберт Кантон
1078515,Марина Фогль
1078516,Беверли Бэтчел
1078517,Кристина Кретова
1078526,Эл Торрес
1078529,Тор Юдолл
1078536,Джон Р. Ли
1078539,Одри Альветт
1078550,Аманда Хендрикс
1078552,Фрэнк Майклс
1078557,Михаил Берман-Цикиновский
1078569,Питер Лисон
1078615,Вячеслав Ставицкий
1078619,Мария Новик
1078621,Мария Бородина
1078628,Брайан Робертсон
1078639,Андрей Терехов
1078659,Алина Ермолаева
1078668,Бритта Рёстлунд
1078669,Залина Галазова
1078683,Уайльд Маргарет
1078710,Юлия Тар
1078711,Эдуард Валасевіч
1078717,Томас Юсчак
1078720,Александр Плетнев
1078722,Ольга Полещук
1078734,Ярослав Глазунов
1078735,Виталий Окулов
1078741,Алекс Хатчинсон
1078749,Макс Фетт
1078763,Андрей Плотник
1078783,Ильяс Доскалиевич Найманов
1078790,Глеб Карпинский
1078819,Michael Chilldres
1078827,Карло Ровелли
1078829,Джулия Уолтон
107883,Сергей Труфанов
1078857,Алевтіна Шавлач
1078862,Пенни Уайлдер
1078867,Крис Карлден
1078883,Струкова В
1078900,Дана Делон
1078909,Татьяна Мосолкина
1078913,Michael Ausiello
1078936,Джамиль ибн Каид ас-Саляуи
1078957,Сильвия Бишоп
107897,Дороти Сток Витакер
1078977,Дарья Кандалинцева
107898,И. Р. Киреевский
1078980,Татьяна Лемеш
1078983,Visiongirl
1078984,Ханна Грин
1078987,Дэвид Виснер
1079002,Брайан Рирдон
1079008,Михаил Гуревич
1079013,Михаил Барабанов
1079047,Аляска Ангелини
1079052,Алешандре Эркулано
1079064,Абдуррахман Рафат Аль-Баша
1079065,Самвел Аветисян
1079066,Майя Чи
1079068,Наталья Волочаевская
1079069,Сундуков Иван
1079079,Кристен Рупениан
1079082,Йосси Гинсберг
1079115,Анна Алмазная
1079135,Рэнд Б. Ли
1079142,Анна Кузина
1079145,Эйлин Леви
1079165,Катя Рондель
1079178,Жан-Габриэль Косс
1079179,Аланна Коллен
1079188,Мари Бреннан
1079192,Мамедов Ильгар Салех оглы
1079217,Дмитрий Осипенко
1079219,Эрика Файви
1079230,Карен М. Макманус
1079231,Хейне Баккейд
1079232,Джесси Дж. Холланд
1079233,Анна Ромер
1079234,Нейт Региер
1079238,Джеймс Райан
1079239,Чед-Менг Тан
1079241,Джен Лоу
1079243,Джейн Мэтьюз
1079245,Тимур Атнашев
1079246,К. Е. Воробьева
1079251,Салли Торн
1079253,Кайл Харпер
1079256,Боумэн А. К.
1079258,Крук Дж. А.
1079259,А. Дж. Финн
1079262,Клаус Майер
1079264,Алекс Роулингс
1079280,Джилл Симс
107929,Сэйс Нотебоом
1079291,Алек Ноув
1079298,Юлиуш Гродзиньский
107930,Евгений Рык
1079300,Михаил Никитин
1079305,Сергей Парновский
1079318,Светлана Савиных
1079328,Владимир Владимирович Слипец
1079345,Александр Режабек
107935,Спринц А.М.
10794,Татьяна Бочарова
1079402,Софья Мироедова
1079416,Игорь Кислицын
1079418,Елена Фили
1079427,Генри Брайтон
107943,Дэвид Тейлор
1079430,Кристал Сазерленд
1079432,Стивен Уэстаби
1079435,Такаси Цукияма
1079436,Патрисия Коллард
1079439,Геним Суним
1079446,Беттина Лемке
1079449,Педрам Шоджай
1079453,Мэттью Шипман
1079454,Грант Снайдер
1079456,Марти Перарнау
1079475,Азарий Плисецкий
1079480,"Гері Чепмен, Дженніфер Томас"
1079486,Ханс Руди Гигер
1079491,Фрейфея
1079505,Александр Печерский
1079508,Дейна Уайт
1079509,Х. Дж. Беллус 
1079526,Rena Aton
1079538,Новоселова Е.А.
1079555,Дайал Паттерсон
1079577,Эми Кадди
1079587,Джозеф Симмонс
107959,Бхактивинода Тхакур
1079596,Диана Лилит
1079599,Анн Берест
10796,Джойс Кэрол Оутс
1079640,Эйнсли Бут
1079655,Чарльз Брандт
1079694,Мэгги О'Фаррелл
1079698,Лоэль Йео
1079710,Густаво Дюартэ
107976,Бычков А.А.
107978,Матвей Хромченко
10798,Томас Гэд
1079804,Luca  Massaron
1079922,Джон Гордон
107993,Тим Ньюбери
108,Жан-Поль Сартр
1080121,Ася Оболенская
1080136,Фэн Нун 
1080145,Таля Сол
1080166,А. П. Госцеў
1080173,Мария Веселая
108018,О. А. Воронкевич
1080189,Михаил Баковец
1080193,Сергей Юрьев
1080208,Уильям Хичкок
1080213,Георгий Завершинский
1080214,Л. В. Кулешов
1080221,Джо У. Ф. Лау
108023,Шейх Юсуф Кардави
1080231,Сара Блэдэль
1080236,Софи Клеверли
1080245,Натали Азуле
1080246,Александр Ярин
1080261,Стейси Симс
1080263,Хельга Флатланд
1080269,Хао Цзинфан
1080319,Татьяна Крылова
1080375,David  Sale
10805,Helen Naylor
1080785,Ян Гудфеллоу
1080791,Лина Сальникова
1080802,Darryl Ponicsan
1080806,Рене Фазель
1080812,Арабелла Картер-Джонсон
1080813,Ирина Лиленко-Карелина
1080826,Кьяра Симеоне-ДиФранческо
1080835,Бертил Марклунд
1080838,Артем Королев
1080844,
1080849,Сатья Наделла
108085,Н. В. Трофимова
1080850,Такэкуни Китаяма
108087,С. И. Смирнов
1080931,Всеволод Всеволодович Протопопов
108094,Исидор Мари Огюст Франсуа Ксавье Конт
1080945,Елена Александровна Володина
1080955,Ксения Спынь
1080956,Марина Литвинова
1080982,Кармаль Герцен
1080985,Никита Владимирович Серков
108101,Карен Свасьян
1081026,Алинда Ивлева
1081080,Р. Петрович
1081092,Маргарита Бахирева
1081097,Алекс Грант
1081136,Виктория Беломлинская
1081169,Darril  Gibson
1081230,Зак Горман
1081236,Доркас Хувер
1081241,Андреас Мюллер
1081259,Гали Коман
1081264,"Кевин Истмен, Том Валтс, Дэн Данкан "
1081265,Кевин Истмен
1081268,Дмитрий Березин
1081270,Реджина Біцці
1081313,Акын Тимиров
1081314,Виктория Фокс
1081394,Отто Шютт
1081399,Алекс Бернхард
1081413,Даниэль Амманн
1081421,Луиза Морган
1081426,Аксинья la Paloma 
1081429,А. Кадурин
1081430,А. Ф. Брэди
1081431,Юдин Ефим Моисеевич
1081434,Рутгер Брегман
1081445,Фима Кибальчич
1081454,С. Дж. Тюдор
1081455,Сибери Куинн
1081457,Валерий Еремеев
1081463,Ида Линде
1081476,Е. Черепанов
1081533,Поля Плавинская
1081542,Оксана Лаврентьева
108156,Фриш Г.Л.
1081574,Сергей Сокол
1081582,Дмитрий Смагин
108160,Владимир Брюханов
1081609,Дэвид Солой
1081627,Ксения Левонесова
1081633,Сатоэ Тонэ
1081641,Вячеслав Сергеевич Малых
1081648,Максим Афанасьев
108165,А. С. Шапкин
108170,Михаил Барщевский
108173,Георгий Огарёв
1081756,Елена Матвеева
1081762,Болсун
1081767,Фостер Дженни
1081784,Александр Макаров
108179,Елена Толстая
108180,Филипп Вигель
1081870,Ито Огава
1081875,Алексей и Ольга Ракитины
1081876,Рисмаг Гордезиани
1081877,owlet
1081893,Сергий Овсянников
1081898,Уилсон Джим Р.
1081900,Максим Бекарюков
1081903,Майкл Пур
1081914,Алана Русс
1081916,Сомато 
1081917,Nakamura Ayumu
108192,Людмила Петрановская
1081925,Вон Вернон
1081932,Дарья Агапова
1081937,Олег Храбрый
1081957,Тэя Тайтон
1081977,Євген Лір
1081978,Ш. Уильямс
1081982,Amy Rose Capetta
1081984,Макита Нао
1081997,Вирджиния Смит
1082000,Стас Гайворонский
1082095,Мария Синягина
1082096,Анна Пожарская
1082103,Бретт Кинг
108220,Владимир Лермонтов
108229,А. А. Бобков
108231,Т. Ю. Притула
1082310,Саша Каминская
1082318,Мариу ди Андради
1082322,Евгений Игоревич Кисин
1082323,Денис Григорюк
1082329,Барбра Катагири
1082333,KOUSAKA Yuuki
1082339,Селин Клер
1082349,Майкл Фьюри
1082350,Нэа
1082354,Кайла Анкрум
1082376,Летта Ника
1082377,Фаина Козырь
1082462,Юрий Курилов
108249,Марва Оганян
108250,С. А. Батечко
108251,Лим Су
108255,Храмцов В.В.
1082679,Сара Пинскер
1082695,Дж.  Л. Поли
1082696,Адам Уильямс
1082697,Тамара Сазонова
1082699,Елена Синякова
1082717,Инна Тимченко
108272,Александр Золотько
1082720,Анна Смит Спарк
1082807,Константин Артёмович Голодяев
1082827,Вероника Дэй
1082830,Дмитрий Мещанинов
1082836,No Such Thing As A Fish
1082843,Рени Эддо-Лодж
1082856,Алексей Бородкин
1082868,Катерина Боброва
108297,Сергей Карцевский
108298,Нурбахш Дж.
108301,Бронислав Каспар Малиновский
108302,Альфред Шюц
108306,Антонов В.С.
1083076,Michael  Patterson
108313,Аркадий Мильчин
108316,Татьяна Алюшина
108323,Израиль Кантор
1083254,Ппун 
1083256,Ольга Ветрова
1083269,Валерий Стрильчик
108327,Евгения Фролова
1083270,Барбара Линн-Дэвис
1083271,"Пенелопа Уорд, Ви Киланд"
1083279,Сара Холланд
1083280,Лолита Лопез
1083292,Дэвид Боаделла
1083464,Linda  Coles
1083561,Том Келли
1083575,Юлиана Линкс
1083582,Ева Ардин
1083600,Любовь Сладкая
1083610,Марина Хмеловская
1083649,Дмитрий Галанцев
1083658,Карл Меннингер
1083831,Максим Нестелєєв
1083833,Агнешка Тышка
1083838,Сухоруков Виктор Константинович
1083862,Леонид Копко
1083886,Такаши Яно
1083889,Dr. Amy Myers
1083892,Любовь Свадьбина
1083897,Кристель Дабо
1084056,Тобиас Карлайл
108406,Б. В. Черников
1084125,Кристиан Мадсбьерг 
1084126,Ребекка Скритчфилд
1084128,Лора Барнетт
1084133,Дзыгарь К.А.
1084138,Даша Пахтусова
1084140,
1084141,Верена Вибек
1084144,Шуке Мацумото
1084149,Джефф Даер
1084156,Ханс
1084160,Анна Баскова
1084166,Ольга Елисеева
1084188,Людмила Константа
1084190,Юлия Эллисон
1084199,Раджу Нави
1084201,А. А. Ермошин
1084258,Гари Зорба
1084262,Игорь Горячев
1084284,Taylor  Larimore
1084404,
1084409,Анна Чиж-Литаш
1084429,Дмитрий Петров
1084455,Крячко Григорий
1084467,
1084491,Руслан Тотров
1084492,Стрелко Андрей
1084508,Х. Баярри
108460,Котеленец Н.Ф.
1084609,Артюшкин Сергей
1084617,Мэри Дженнингс Гегар
1084648,Т.Е.Коши
1084660,Тихонов Антон
1084668,Джонатан Стоукс
108470,В. А. Маслова
1084705,Ольга Рыжая
1084707,Миранда Мартин
1084741,Алихан Биттуев
1084748,Юрий Солодкин
1084761,Мария Иванченко
108477,Владимир Соколов
1084773,Мария Мартинес
1084912,Элеонора Моисеевна Кольцова
108497,Петр Гнедич
108499,Раиса Захаржевская
1085033,Андрей Иванович Константинов
1085038,Андрей Игоревич Изюмов
1085041,Дмитрий Оргин
1085047,Сабина Рейн
1085059,Елена Абросимова
108512,С. И. Козленко
1085129,Trease G.
1085133,Джордж Оруелл
1085137,Гертруда Атертон
1085144,Кристофер Макинтош
1085157,Лаура Орвието
1085169,Джанлуиджи Буффон
1085171,Черкасов Никита
1085182,Аряев Л.Н.
1085188,Ильяс Найманов
1085193,Виталий Саух
1085220,Кира Рей
1085261,Евгений Стасенко
1085287,Тимофей Рахманин
1085305,Жанна Бочманова
108531,Антонина Ждан
1085335,Дмитрий Клешнин
1085337,Евгения Купцова
108534,Владимир Моряков
1085341,Виктория Левина
10854,Геннадий Попов
1085404,Юлия Чернявская
1085407,Бернд Френц
1085418,Евгений Пупырин
1085427,Флора Дар
1085429,Мэри-Дженис Дэвидсон
1085436,Рыжак Елена Александровна
1085452,К. М. О'Доннелл
1085463,Ляна Зелинская
1085486,Александра Гринберг
1085487,Анна Змеевская
1085490,Анна Пермиловская
1085526,Чхаидзе В.Н.
1085530,Михаил Булкаты
1085540,Майя фон Фогель
1085555,Алесь Kуламеса
1085569,Анастасия Михайловна Морозова
1085575,Алиса Васильева
1085582,Архимандрит Тихон (Затекин)
1085585,Вольде Метсур
1085606,Д’єго Калб
1085645,Хэзер Нуфер
1085655,Елена Бровко
1085668,Юлия Нелидова
1085671,Томока Сибасаки
1085673,Кэйтлин Даути
1085682,Джек Кирби
1085697,Сильвия
1085708,Марина Кремер
1085709,"Марина Кремер, Анели Монт"
1085717,Анастасия Орлова
1085756,Д. Пинкотт
1085786,Татьяна Буденкова
1085803,Кози Фанни Тутти
1085804,Уле Бьерг
1085808,Хелен Черски
1085812,И Сан
1085819,Джеймс Хоффманн
1085820,Василий Полушкин
1085829,Шепелев Григорий Александрович
1085837,Елена Резанова
1085839,Дана Симпсон
1085846,Михаил Ефремов
1085852,Анри Фосийон
1085858,Владислав Георгиевич Тихонов
1085871,Кристина Новикова
1085884,Крис Карвер
1085897,Исмаил Акаев
1085912,Игорь Гатин
1085921,Максим Сухов
1085937,Елена Созончук
1085953,Алисса Вонг
1085963,Александр Мурашев
1085964,Холли Седдон
1085965,Роджер Хоббс
1085966,Лиад Шохам
1085978,Сергей Пономаренко
1085981,Нина Ступина
1085990,Кларисса Сабар
1086003,Дженнифер Мур-Маллинос
1086014,Эд Макдональд
1086030,Юрій Шерех
1086041,С. Дэвидсон
1086044,С. Рид
1086047,Сара Корто
1086096,Андрей Юрьевич Конев
1086099,Элен Гома
108611,Сергей Кузнецов
1086118,Алексей Меринов
1086121,Екатерина Гузёма
108613,Татьяна Буслакова
1086130,Терри Салливан
1086131,Кристофер Раш
1086132,Лана Лаврова
1086151,Лилия Илюшина
1086171,Иджеома Олуо
1086181,Руслан Фаридович Муртазаев
1086185,Саидмурод Давлатов
1086186,Маша Бон
1086205,Ариша Дашковская
1086253,Робин Лим
108626,Ален де Бенуа
1086260,Татьяна Четверикова
1086261,Михаил Малиновский
1086262,Вас Корвин
1086264,Илья Губанов
1086276,Сергей Панченко
1086277,Сергей Турчанинов
1086278,Чарльз Айнстайн
108628,Хорст Вайн
1086280,Кіра Малко
1086282,Владислав Южный
1086283,Генгоро Тагаме
1086295,Михаил Глинка
1086298,Ханс Волльшлегер
1086305,Квон Биён
1086324,Эва Баш
1086389,Kalki
1086393,Дирк Хенниг
1086396,Игорь Шляпка
10864,Сергей Перевезенцев
1086409,Дрор Мишани
1086419,Алексей Васильев
108644,Котов П.Г.
1086474,Рупи Каур
1086475,Елена Роговая
1086476,Сьюзан Мак-Николл
1086482,Cет Cтивенс-Давидовиц
1086488,Кристи Кострова
1086489,Александр Романов
1086492,Стефан Бухер
1086494,Александр Романов
1086495,Ольга Тилкес
1086496,Массимилиано Капелла
1086501,Изабель Арсено
1086522,Филип Плоджер
1086525,Марк Галеотти
1086537,Андрей Щеглов
1086539,Булат Ханов
1086546,Александр Павлов
1086556,Игорь Анатольевич Максимцев
1086569,Ирина Владимировна Шитова
1086573,Генрых Далiдовiч
1086575,Елена Жданова
1086579,Іван Барычэўскі
108658,Деннис Этчисон
1086584,Марыя Віннікава
1086587,Лидия Милеш
108659,И. И. Потапова
1086599,Con Riley
1086608,Мария Лабыч
1086611,Артем Серебряков
1086633,А. Кластер
1086644,Джим Лейцель
1086652,Мишель Хорст
1086663,Дмитрий Демченко
1086673,Настасья Карпинская
1086682,В. Шкрабов
1086684,Билл Клегг
1086708,Джонни Джексон
1086716,Дэвид Стиллман
1086718,Энн Свон
108672,Антонио Мачадо
1086723,София Багдасарова
1086728,Константин Тарасов
1086730,Наталия Гапанович
1086731,Анастасия Калюта
1086742,Астрея
1086754,Jovanka Vuckovic
1086756,Любовь Соколова
1086774,Кио-кио 
1086792,Фёдор Венцкевич
1086797,Лиза Фельдман Барретт
108681,Свами Вивекананда 
1086825,Татьяна Абиссин
1086853,Маркус Хёрн
1086859,Тор Хэнсон
1086864,Владимир Дмитриевич Рыжков
1086868,Андрей Иванов
1086869,Валерий Созаев
1086893,Гиз Мип
1086895,Алексей Гринбаум
10869,Ирина Михеева
1086913,Адриенн Броссар
1086914,Анна Бронс
1086915,Хорди Баярри
1086917,Ольга Коханенко
1086921,Оксана Бадьина
1086936,Екатерина Жукова
1086939,Керим Сейдниязов
1086947,Илья Сергеевич Ермаков
1086951,Николай Лакутин
108699,Ю.Д. Беляков
1086997,Скотт Карни
1086998,Вим Хоф
1086999,Джиа Джианг
10870,Михаил Успенский
1087002,Джоанна Найлунд
1087003,Дэн Джонс
1087007,Ли Галлахер
1087008,Лоуренс Леви
1087009,С. Беляев
1087010,Лоне Тайлс
1087011,Абир Мукерджи 
1087016,Влад Непальский
1087023,Роберт Эштон
108704,Тань Аошуан
1087040,Петер Куцка
1087041,Д.М. Пулли
1087043,Анна Снокстра
1087044,Ричард Бакминстер Фуллер
1087045,Эрика Фатланд
1087058,Сергей Иванович Косьяненко
1087105,Дарья Ву
1087120,Юрий Маслов-Острович
108714,Джей Шафритц
1087158,Роберт Маклеод
1087159,Наталия Мещанинова
1087172,Алена Мункова
1087178,Жеральдин Летене
1087191,Эрвин Бартман
1087194,Srđan Valjarević
108720,Алексей Маслов
1087203,Дария Антипова
1087216,Элли Милау
1087229,Анастасия Феоктистова
1087230,Александр Аист
1087232,Сергей Потехин
1087241,Александр Ульянов
1087251,Moczulska Anna
1087252,Сергей Бояркин
1087256,У. Крис Винтер
1087260,Галина Осень
1087265,Адамс Ч.
1087292,Майк Дайвер
1087293,Джордан Харпер
1087294,Винни Ли
1087297,Елена Петрова
108730,Антон Дельвиг
1087300,Ким Ричардсон
1087303,Вивиан Френч
1087305,Дж. С. Монро
1087316,Лариса Львова
1087320,С. И. Посохов
1087325,Benedict_SC
108733,Сара Кук
1087334,Го Рэбёль
1087348,Максим Омариев
1087350,Кен Моги
1087358,Мэнди Холгейт
1087386,Владимир И. Козлов
1087432,Даха Тараторина
1087441,Агата Грин
1087442,Галина Иванова
1087518,Ольга Бабічева
1087520,Анна Маццола
1087528,Павел Аваста
1087532,Кае де Клиари
1087542,Елена Федосеева
1087546,Анна Сергеевна Ганькова
1087555,Нормативные правовые акты
1087559,Алексей Артюхин
1087577,Яна Николаевна Щетинина
1087578,Мария Косовская
1087591,Дэвид Шейфер
1087595,Артем Акопян
1087659,Лея Стоун
1087661,Семён Бойко
1087688,Андрей Кружнов
1087700,Фаина Фанни
1087720,Наталья Цветкова
1087740,Кайна Лески
1087742,Станислав Логунов
1087762,Стивен Крулик
1087766,Джулис Бэсс
1087770,Джеффри Уэст
1087774,Юрий Панченко
1087783,Ульяна Брутман
1087785,Джованна Зоболи
1087789,Майкл Р. Флетчер
1087851,Дитрих Шульце-Мармелинг
1087855,Лекс Кравецкий
1087856,Николай Кукушкин
1087886,Елена Асатурова
1087888,Ирина Розенберг
1087914,Юрий Викторович Корягин
1087932,Стивен Шавиро
108795,Юрий Погуляй
1087957,Юлия Ванина
1087961,Инь Лю
