user_id,gender,age
12104170,2,26
12104260,2,18
12104350,1,35
12104440,1,24
12104470,2,15
12104500,1,108
12104650,2,20
12104680,2,16
12104800,1,21
12104830,1,28
12104860,2,3
12105010,2,19
12105040,2,25
12105100,2,36
12105160,1,25
12105280,1,62
12105310,2,26
12105400,2,22
12105430,2,17
12105460,1,55
12105490,1,64
12105670,2,25
12105700,2,35
12105880,2,21
12105940,2,39
12106120,2,30
12106150,1,33
12106180,2,48
12106210,2,58
12106300,2,33
1210640,2,48
12106450,1,45
12106480,2,15
12106510,1,28
12106570,2,55
12106600,1,42
12106630,2,65
12106660,2,25
12106750,2,42
12106840,2,27
12106960,2,23
12107020,1,20
1210730,2,25
12107320,1,48
12107380,2,26
12107410,2,36
12107500,2,40
12107650,2,19
12107680,2,30
12107740,2,17
12107770,2,25
12107830,1,50
12108010,2,53
12108070,2,20
12108190,2,22
12108220,2,39
12108250,2,26
12108490,2,56
12108670,2,18
12108760,2,38
12108790,2,17
12108820,2,20
12108910,2,18
12108970,2,19
12109270,1,58
12109480,2,29
12109540,1,54
12109570,1,46
12109630,1,39
12109660,1,23
12109840,2,16
12109990,2,14
12110050,2,24
12110200,2,19
12110290,2,52
12110320,2,36
12110410,1,30
12110500,2,19
12110530,2,20
12110560,1,20
12110650,2,25
12110830,1,14
12110920,2,17
121110,2,30
12111040,1,20
12111100,1,29
12111190,2,25
12111430,,16
12111490,2,16
12112000,2,19
12112090,1,31
12112120,1,48
12112180,2,25
12112210,1,27
12112240,2,19
12112300,2,56
12112330,2,48
12112360,2,22
12112510,1,71
12112540,2,37
12112810,1,69
12112930,2,21
12112960,1,59
12113170,1,16
12113290,2,24
12113530,2,15
12113590,2,22
12113620,2,18
12113650,2,19
12113680,2,19
12113740,2,30
12113770,2,30
12113830,2,36
12113920,2,35
12113950,1,21
12114070,2,17
12114130,1,26
12114220,2,33
12114250,2,24
12114310,2,49
12114460,2,18
12114490,2,38
12114520,2,42
12114550,2,37
12114640,2,34
12114700,2,28
12114730,2,47
12114850,2,21
12114880,2,49
12114940,2,25
12115000,2,18
12115060,2,24
12115120,2,70
12115150,2,15
12115300,2,22
12115330,2,22
12115480,2,19
12115600,1,48
12115720,1,20
12115750,2,67
12115840,2,32
121160,2,30
12116080,2,22
12116110,1,19
12116320,2,21
1211640,2,36
12116410,2,14
12116530,2,23
12116800,2,35
12116830,2,38
12116920,2,27
12117010,2,32
12117100,2,23
12117250,1,31
12117280,2,17
12117460,2,31
1211760,1,56
12117610,2,31
12117730,2,23
12117940,2,39
12117970,2,43
12118030,1,22
12118090,1,64
12118150,2,33
12118210,2,16
12118330,1,79
12118360,2,22
12118390,1,40
12118510,2,65
12118630,2,22
12118720,1,63
12118900,2,15
12119350,2,35
12119380,1,17
12119530,2,25
12119590,2,45
12119620,2,63
12119710,2,35
12119740,2,20
12119770,2,19
12119800,2,22
12119830,1,75
12119860,2,33
12119980,2,21
12120040,2,25
12120070,2,37
12120100,2,55
12120130,1,49
12120250,2,17
12120310,2,15
12120340,2,16
12120370,1,16
12120400,1,23
12120460,2,20
12120490,2,25
12120760,2,48
12120850,2,24
12120940,2,35
12121030,2,22
12121090,2,19
12121180,,13
12121210,1,51
12121240,2,49
12121270,2,25
12121300,2,55
12121330,1,113
12121360,2,13
12121390,1,22
12121510,2,21
12121540,2,52
12121600,2,14
12121720,2,40
12122080,2,28
12122110,1,20
12122140,2,37
12122170,2,19
12122290,2,20
12122320,2,35
12122500,2,16
1212260,1,30
12122620,2,21
12122680,2,15
12122740,1,115
12122860,1,38
12122890,2,29
12122920,2,15
12122950,2,15
12123010,1,25
12123070,2,25
12123100,2,21
12123190,2,14
12123250,2,35
12123280,2,19
12123340,1,18
12123520,2,21
12123550,2,21
12123580,2,44
12123610,2,58
12123670,1,38
12123730,1,19
12123790,1,18
12123820,1,38
12123880,1,18
12123940,1,27
12124000,2,25
12124060,1,26
12124480,2,40
12124540,2,44
12124720,2,29
12124750,1,16
12124780,2,16
12124900,2,11
12125110,2,21
12125170,2,40
12125260,2,68
12125290,2,32
12125500,1,77
12125620,2,26
12125770,2,19
12125890,2,26
12125920,2,32
12126070,2,17
12126100,1,25
12126160,2,33
12126220,2,55
12126250,2,22
12126280,1,25
12126430,1,23
12126460,2,24
12126490,2,32
12126580,2,27
12126610,2,16
1212670,2,31
12126700,1,25
12126730,2,61
12126820,2,41
1212690,2,30
12126910,2,25
12126940,2,35
12127030,2,22
12127360,2,22
12127390,1,123
12127480,2,26
12127510,1,18
1212760,2,42
12127690,1,36
12127720,2,12
12127780,2,53
12127930,2,38
12127990,1,21
12128200,2,18
12128350,1,39
12128410,2,25
12128470,2,123
12128500,1,26
12128560,2,17
12128590,2,40
12128680,2,39
12128740,1,48
12128860,2,30
12128890,2,16
12128950,2,20
12129070,2,23
12129190,2,25
12129310,1,25
12129400,2,31
12129430,2,17
12129520,2,46
12129610,2,19
1212970,2,47
12129820,1,25
12129850,2,22
12129880,1,14
12129940,2,18
12130090,2,18
12130150,2,35
12130180,2,20
12130210,2,22
12130240,2,53
12130330,1,26
12130390,2,19
12130450,2,18
12130570,2,51
12130930,2,25
12131290,2,21
12131560,2,19
12131590,1,22
12131770,2,16
12132070,2,22
12132100,2,24
12132130,2,18
12132250,2,32
12132310,1,21
12132340,1,14
12132370,2,43
12132460,2,21
12132910,2,18
12133000,1,48
12133030,1,31
12133060,2,39
12133150,2,18
12133180,2,31
12133210,2,48
12133240,2,20
12133450,2,17
12133480,2,18
12133510,1,22
12133600,2,19
12133630,2,20
12133660,1,17
12133720,2,64
12133870,2,29
12133930,1,29
12134020,2,16
12134050,2,17
12134200,2,18
12134320,1,23
12134350,2,19
12134380,2,66
12134500,2,33
12134530,2,20
12134590,2,17
12134620,2,16
12134860,2,18
1213490,2,29
12134920,2,18
12135190,2,16
12135280,2,19
12135310,1,44
12135400,2,35
12135490,2,36
12135520,2,15
12135640,1,35
12135670,2,25
12135700,1,53
12135760,1,124
12135820,2,27
12135850,2,29
12135910,2,58
12135940,2,55
12135970,2,25
12136090,2,71
12136270,2,16
12136390,2,14
12136450,1,20
12136480,2,15
12136510,2,19
1213660,2,35
12136600,2,24
12136750,2,50
12136840,2,14
12136870,2,50
12136900,2,15
12137020,2,66
12137080,2,19
12137170,2,42
1213720,2,23
12137260,2,16
12137350,2,18
12137380,2,16
12137470,2,23
12137500,2,42
12137590,1,47
12137680,2,23
12137710,2,34
12137800,2,16
12137920,1,22
12137950,2,34
12137980,2,34
12138130,,16
12138160,2,25
12138190,2,22
12138370,2,23
12138400,2,21
12138430,1,19
12138490,2,39
12138520,2,19
12138580,1,37
12138790,2,69
12138970,1,17
12139030,2,63
12139150,2,20
12139210,1,57
12139330,2,25
12139390,2,37
12139510,,15
12139540,2,20
12139570,1,19
12139600,2,27
12139690,1,21
12139720,2,18
12139780,2,17
12139810,1,22
12139900,1,26
12139960,2,19
12140080,2,25
12140200,2,24
12140230,1,14
12140290,2,76
12140530,2,25
12140740,2,25
12140890,2,49
12140920,2,19
12140950,1,71
12140980,1,43
12141160,2,59
12141190,2,20
12141280,2,35
12141340,2,44
12141490,1,38
12141700,1,20
12141760,2,16
12141790,2,23
12141820,2,28
12141880,2,39
12142030,2,37
12142210,1,46
12142300,2,23
12142330,2,31
12142360,2,14
12142510,2,18
1214260,2,29
12142660,2,34
12142720,2,25
12142780,1,17
12142870,2,45
12142900,2,40
12142930,2,46
12143020,2,17
12143110,2,17
12143770,2,47
12143800,2,19
12143860,2,18
12144070,2,62
12144220,1,22
12144280,2,25
12144310,1,64
12144430,2,60
12144460,1,60
12144580,2,18
12144640,1,17
12144700,2,44
12144760,2,37
12144820,2,81
12144970,2,46
12145000,1,47
12145030,1,4
12145060,2,16
12145120,2,13
12145150,2,44
12145240,1,53
12145270,2,58
12145360,2,59
12145480,2,30
12145510,2,17
12145540,2,18
12145570,2,16
12145600,2,20
12145630,2,57
12145900,2,39
12145990,2,27
12146110,2,20
12146140,2,19
12146230,1,34
12146740,2,30
12146770,,14
12146890,2,24
12146920,2,15
12147010,2,74
12147100,2,61
12147130,2,33
12147160,2,26
12147310,2,19
12147490,1,52
12147550,1,30
12147580,2,60
12147610,1,51
12147640,1,60
12147730,1,49
12147850,2,40
12147880,2,12
12148030,1,76
12148150,2,15
12148180,2,40
12148240,2,59
12148300,1,29
12148360,2,44
12148420,2,27
12148480,2,18
12148570,2,20
12148630,2,51
12148720,2,16
12148780,2,56
12148870,2,14
12148930,2,36
12148990,2,25
12149200,2,32
12149260,2,16
12149500,1,26
12149530,1,42
12149590,2,54
12149620,1,58
12149680,,34
12149770,2,8
12149830,2,55
12149920,2,25
12150010,1,39
12150160,2,65
12150220,2,21
12150250,2,17
12150370,2,32
1215040,2,30
12150400,2,27
12150490,2,23
12150550,2,15
12150610,2,25
12150640,2,20
12150700,2,20
12150730,2,16
12150790,2,16
12150910,2,17
12151180,2,46
12151240,2,19
12151300,2,27
12151330,2,33
12151510,2,25
12151570,2,34
12151600,1,55
12151780,1,54
12151840,2,36
12151870,2,33
12152080,2,20
12152110,1,26
12152140,2,22
12152200,2,25
12152260,2,37
12152350,2,17
12152410,2,44
12152470,2,24
12152500,1,60
12152710,2,20
12152740,2,18
12152860,2,21
12152920,1,44
12152950,2,19
12152980,2,41
12153130,1,20
12153160,2,43
12153250,2,55
12153430,2,39
12153550,2,14
12153580,,16
12153730,2,43
12153820,2,45
12154000,2,53
12154060,2,44
12154120,2,15
12154300,2,54
12154330,2,59
12154390,2,21
12154420,2,23
12154510,2,23
12154540,2,61
12154570,1,25
12154630,2,34
12154660,2,16
12154930,1,25
1215530,1,8
12155320,2,61
12155620,2,28
12155680,2,35
12155710,2,61
12155740,1,23
12155920,2,19
12155950,1,36
12156280,2,22
12156340,2,42
12156370,1,21
12156400,2,42
12156430,2,16
12156580,2,25
12156670,1,46
12156730,2,17
12156760,2,46
12156790,2,25
12156880,1,21
12156910,1,25
12156940,2,18
12157060,1,17
12157150,2,39
12157210,1,25
12157270,2,38
12157300,1,34
12157420,2,37
12157450,1,19
12157480,2,17
12157630,2,26
12157750,2,16
12157840,2,25
12157960,,26
12157990,2,18
12158050,2,23
12158110,,20
12158140,2,51
12158170,2,22
12158260,2,20
12158320,2,42
12158350,2,47
12158380,1,63
12158440,2,16
12158470,2,17
12158560,2,25
12158590,2,52
12158620,1,52
12158830,2,39
12159100,1,24
12159160,1,84
12159250,2,27
12159340,2,22
12159460,1,17
12159490,2,16
12159550,2,55
12159610,,14
12159640,1,24
12159850,1,44
12159880,1,30
12159910,1,18
12159970,1,45
1216000,2,24
12160000,1,45
12160030,2,27
12160060,2,20
12160120,2,38
12160180,2,31
1216020,2,23
12160210,2,25
12160240,2,20
12160270,2,25
12160300,2,19
12160540,2,22
12160630,2,24
12160660,2,23
12160690,2,18
1216080,2,24
12160810,1,21
12160990,2,17
12161110,2,53
12161140,2,15
12161230,2,14
12161380,1,29
1216140,2,34
12161410,2,29
12161590,2,24
12161680,1,62
12161800,1,32
12161860,1,21
12161890,2,22
12161950,2,25
12162070,2,36
12162100,2,21
12162160,2,21
12162280,2,23
12162340,2,23
12162550,2,23
12162760,2,16
12163000,2,39
12163150,2,27
12163240,2,44
1216330,2,36
12163300,2,44
12163480,2,26
1216370,2,23
12163720,2,41
12163780,2,22
12163930,2,25
121640,2,32
12164050,2,32
12164110,2,20
12164200,2,15
12164230,1,3
12164260,1,56
12164350,2,47
12164530,2,25
12164560,2,27
12164800,1,19
12164830,2,28
1216500,2,26
12165010,2,25
12165160,2,22
12165280,1,16
12165310,2,19
12165490,2,27
12165550,2,20
12165820,2,25
12165850,2,22
12165910,2,51
12166000,2,51
12166240,1,54
12166420,2,16
12166720,2,41
12166840,1,36
12166900,2,16
12166930,2,22
12166960,2,28
12167020,2,15
12167140,2,22
12167170,2,70
12167290,2,34
12167380,1,21
12167440,2,25
12167470,1,27
12167530,2,24
12167620,2,36
12167740,1,53
12167770,2,56
12167860,2,16
12167950,2,23
12168130,1,39
12168190,2,19
12168310,2,21
12168370,1,25
12168460,2,46
12168520,1,61
12168550,2,22
12168760,2,41
12168880,1,39
12169000,1,21
12169090,2,19
1216910,1,35
12169150,1,42
12169180,1,21
12169300,2,62
12169450,2,20
12169630,1,38
12169750,2,50
12169840,2,22
12169900,2,15
12170020,1,29
12170080,2,24
12170110,2,90
12170170,,25
12170200,1,20
12170260,2,19
12170290,1,19
12170320,2,20
12170380,2,40
12170410,1,22
12170440,2,25
12170530,2,18
12170560,2,18
12170590,2,24
12170740,1,57
1217090,2,51
12171310,2,16
12171340,2,17
12171490,2,19
12171520,1,59
12171610,2,27
12171970,2,28
12172120,2,20
12172210,2,53
12172300,2,19
12172390,2,42
12172510,2,21
12172540,2,22
12172660,2,25
12172840,1,37
12172930,2,16
12173020,2,16
12173110,2,27
12173170,2,16
12173260,2,41
12173320,2,19
12173500,1,62
12173530,2,39
12173560,2,24
12173590,2,16
12173650,2,23
12173680,2,14
12173710,2,34
12173830,1,27
12173860,1,39
1217390,,33
12174130,2,35
12174220,2,44
12174490,2,32
12174550,2,13
12174790,2,59
12174910,2,17
12175060,2,18
12175090,2,21
12175120,2,67
12175360,2,16
12175450,1,54
12175480,2,18
12175540,2,24
12175600,1,20
12175630,2,36
12175660,1,27
12175960,1,30
12175990,2,64
12176050,2,24
12176080,2,14
12176170,2,15
12176200,2,25
12176260,2,51
12176320,2,37
12176470,1,42
12176530,1,34
12176560,2,17
12176710,2,20
12176740,2,20
12176770,1,35
12176800,2,32
12176830,2,18
12176920,2,21
12177010,2,16
12177070,1,23
12177100,2,20
12177160,2,52
12177190,2,68
12177250,2,19
12177460,2,18
12177580,2,30
12177670,2,51
12177700,1,33
12177730,2,28
12177760,2,43
12177790,1,44
12177820,2,57
12177970,1,16
12178030,2,54
12178090,2,25
12178150,2,24
12178240,2,26
12178360,2,47
12178390,2,16
12178420,2,15
12178510,2,19
12178570,1,64
12178630,1,58
12178930,2,19
12178990,2,15
12179020,2,16
12179080,2,19
12179110,2,24
12179140,2,15
12179170,2,20
12179260,,21
12179290,2,53
12179380,2,19
12179500,2,43
12179650,2,19
12179680,2,49
12179800,2,29
12179830,2,34
12179860,1,40
12179920,1,25
12180070,2,20
12180280,2,22
12180400,2,20
12180520,2,25
12180610,2,31
12180640,2,22
12180760,2,1
12180820,1,33
12180850,2,23
12180880,2,20
12180910,,18
12180970,2,43
12181000,2,44
12181030,2,33
12181120,2,27
12181180,2,30
12181210,2,21
12181240,1,42
12181270,2,33
12181300,1,27
12181330,1,22
12181360,1,13
12181390,2,38
12181420,2,39
12181480,1,25
12181570,1,38
12181720,2,27
12181780,2,20
12181810,2,19
12181840,2,72
1218190,1,37
12181900,2,67
12181960,2,18
12182020,2,24
12182140,2,18
12182170,2,22
12182350,1,39
12182470,1,17
1218260,2,25
12182680,2,44
12182710,2,19
12182770,2,44
12182860,1,28
12182890,2,35
12182980,2,25
12183370,2,30
12183400,1,22
12183430,2,28
12183460,2,76
12183490,2,43
12183520,2,21
12183550,2,47
12183580,2,15
12183610,2,15
12183760,2,18
12183790,2,15
12184120,2,21
12184180,1,42
12184450,2,28
12184600,2,50
12184690,2,16
12184750,2,22
12185140,2,35
12185200,2,17
12185230,2,30
12185260,1,31
12185290,1,79
12185320,2,38
12185500,2,34
12185530,1,46
12185680,,32
12185830,2,31
12185860,2,15
1218610,2,46
12186130,2,14
12186280,1,48
12186310,2,25
12186400,2,16
12186490,2,23
12186550,2,21
12186580,2,21
12186820,2,25
12186880,2,16
12187180,2,14
12187210,2,26
12187390,2,14
12187510,2,22
12187570,1,47
12187750,2,19
12187780,2,35
12187840,2,39
12187900,2,16
12187990,2,25
12188080,2,38
12188140,2,35
12188320,2,19
12188350,2,43
12188380,2,14
12188530,1,58
12188590,1,23
12188620,2,12
12188770,1,49
12188950,2,41
12189070,2,25
12189220,2,12
12189370,2,25
12189430,2,17
12189580,1,47
12189610,2,19
12189670,2,17
12189700,2,14
12189880,2,25
12189910,2,17
12190090,2,36
12190180,2,44
12190210,2,15
12190300,2,16
12190390,2,21
12190420,2,41
12190570,2,16
12190720,1,45
12190810,2,16
12191020,2,17
1219110,2,28
12191200,1,84
12191380,2,46
12191410,1,35
12191440,1,44
12191470,2,21
12191560,2,45
12191620,2,18
12191860,1,52
12192070,2,16
12192100,2,25
12192190,1,49
12192250,2,25
12192340,2,42
12192370,2,25
12192400,2,65
12192430,2,16
12192460,2,18
12192490,1,64
12193030,2,38
12193060,2,18
12193210,2,14
12193390,1,26
1219340,2,37
12193600,2,19
12193630,2,35
12193660,2,20
12193960,2,24
12193990,2,59
12194320,2,22
12194440,2,63
12194530,2,27
12194590,2,16
12194620,2,16
12194710,2,51
12194770,1,15
12194800,2,123
12194860,2,20
12194890,2,26
12194920,1,37
12195010,2,28
12195100,1,27
12195160,1,123
12195250,2,25
1219530,1,30
12195310,1,73
12195340,2,16
12195430,2,15
12195610,1,23
12195640,2,24
12195730,2,19
12195790,2,18
12195850,1,14
12195910,2,36
12196060,1,32
12196090,,48
12196150,1,25
12196300,1,40
12196360,2,28
12196390,2,37
12196480,2,17
12196510,2,17
12196660,2,25
12196750,2,25
12196780,2,53
12196810,2,16
12196840,2,19
12196870,2,17
12196930,2,52
12196990,1,66
12197020,1,54
12197050,2,27
12197110,2,16
12197170,2,25
12197200,2,48
12197230,,24
12197260,2,32
12197290,2,18
12197350,2,31
12197380,2,49
12197560,2,34
12197590,,16
12197620,2,17
12197860,2,53
12197980,2,29
121980,2,33
12198010,1,32
12198040,1,70
12198070,2,18
12198250,2,29
12198280,1,45
12198340,2,15
12198400,2,33
12198490,2,40
1219850,2,30
12198520,2,39
12198550,2,57
1219860,,37
12198670,1,31
12198760,2,63
12198820,2,20
12198850,2,25
12198880,2,41
12199030,2,19
12199240,2,8
12199300,2,27
12199390,2,31
12199480,1,25
12199510,1,14
12199630,2,20
12199720,2,60
12199990,2,52
1220000,1,39
12200290,2,28
12200350,1,21
12200380,2,22
12200410,2,1
12200740,1,16
12200800,1,18
12200830,2,33
12201160,2,44
12201220,1,49
12201250,1,35
12201310,2,49
12201340,1,21
12201400,2,25
12201490,2,35
12201670,,16
12202030,2,53
12202120,2,12
12202270,2,19
12202300,1,25
12202330,1,70
12202360,2,15
1220240,1,40
12202510,2,62
12202570,2,21
12202660,1,53
12202720,2,33
12202750,2,19
12202810,2,23
12202900,2,43
12202930,2,14
12203170,2,14
12203290,2,21
12203320,2,33
12203350,2,16
12203470,2,50
12203500,2,18
12203530,2,19
12203560,1,124
12203650,2,51
12203680,2,16
12203710,2,40
12203770,1,24
12203830,1,51
12203860,1,16
12204040,2,16
12204070,,16
12204100,2,55
12204130,2,38
12204220,1,56
12204250,2,16
12204280,2,37
12204460,2,18
12204490,1,41
12204610,2,19
12204640,2,18
12204730,2,15
12204820,1,44
12204880,2,35
12204970,1,38
12205000,2,42
12205090,1,80
12205120,2,34
12205150,2,25
12205360,1,20
12205420,2,43
12205540,2,33
12205570,2,15
12205660,1,53
12205750,1,25
12205810,2,29
12205870,2,23
12205900,2,13
12205960,2,68
12206110,2,19
12206140,1,20
12206200,2,25
12206260,2,25
12206290,2,26
12206350,2,16
12206530,1,56
12206560,1,22
12206860,2,33
122070,2,33
12207010,2,17
12207070,2,20
12207100,2,60
12207160,2,16
12207250,2,24
12207370,2,45
12207400,1,20
12207460,2,25
12207520,2,16
12207640,2,23
12207670,2,25
12207700,,16
12207730,,16
12207850,2,39
12208090,2,20
12208420,2,20
12208540,2,29
12208600,1,18
12208690,2,34
12208750,2,15
1220890,1,41
12209020,2,20
12209050,1,56
12209140,2,20
12209230,2,46
12209290,2,22
1220930,2,30
12209320,1,31
12209380,2,15
12209410,2,15
12209590,2,50
12209620,2,24
12209650,2,18
12209710,1,52
12209770,2,34
12209830,1,43
12209860,2,46
1221000,2,34
12210130,2,19
12210250,2,14
12210280,2,25
12210340,1,53
12210520,2,19
12210580,2,51
12210730,2,47
12210790,2,16
12210850,2,15
12210970,1,74
12211090,1,119
12211270,2,35
12211330,1,13
12211450,2,20
12211480,1,28
12211540,2,20
12211570,2,13
12211600,2,18
12211660,2,25
12211720,1,25
12211750,2,16
12211810,2,16
12212020,1,62
12212110,2,20
12212320,1,33
12212410,2,59
12212530,2,40
12212650,2,15
12212710,1,19
12212740,1,0
12212830,1,19
12212890,2,31
12213070,2,36
12213370,2,26
12213460,2,52
12213520,2,48
12213550,2,24
12213640,2,25
12213670,2,18
12213790,1,30
12213820,2,27
12213970,2,51
12214060,,16
12214120,1,44
12214420,1,61
12214510,2,21
12214570,1,21
12214600,2,12
12214690,2,31
12214750,2,30
12214930,1,26
12214990,2,17
12215110,2,14
12215260,2,41
12215290,2,39
12215320,2,24
12215500,2,16
12215560,2,28
12215590,2,16
12215680,2,15
12215740,2,25
12215830,1,25
12215950,2,21
12216040,2,20
12216100,1,30
12216190,1,18
12216220,1,28
12216340,2,32
12216400,2,21
12216490,2,58
12216550,2,53
12216580,2,50
12216670,1,25
12216910,2,22
12216940,2,18
12217090,2,15
12217150,,16
12217330,2,34
12217480,1,65
1221750,2,34
12217540,2,29
12217900,2,51
12217930,2,24
12217960,2,16
12217990,2,13
12218080,2,24
12218200,2,33
12218410,2,27
12218470,2,17
12218560,1,15
12218740,2,33
12218770,2,63
12218800,2,16
12218950,2,17
12219010,2,57
12219040,2,24
12219220,2,30
12219250,2,16
12219310,2,23
12219460,2,15
12219580,2,35
12219640,1,69
12219670,2,23
12219700,2,19
12219820,1,61
12219850,1,45
12220000,2,59
12220210,2,30
12220360,2,22
12220390,1,30
12220420,1,48
12220540,2,17
12220780,2,15
12221050,2,23
12221080,1,28
12221110,1,67
12221140,2,32
12221200,2,38
12221230,2,25
12221560,2,46
12221620,2,16
12221980,1,66
122220,2,36
12222130,2,24
12222220,2,22
12222250,1,59
12222340,2,57
12222550,1,16
12222640,2,12
12222700,2,22
12222730,2,43
12222820,1,84
12222850,2,40
12222880,2,28
12222910,1,64
12223030,2,19
12223060,2,24
12223150,2,25
12223360,2,14
12223540,2,25
12223570,1,20
1222360,,30
12223690,2,23
12223720,1,28
12223750,2,18
12223810,2,16
12223840,2,37
12223870,2,20
12223930,2,17
12224020,1,19
12224140,2,31
12224230,1,20
12224380,1,67
12224440,1,29
12224470,2,57
12224590,1,70
12224710,2,28
12224740,2,16
12224890,1,29
12225040,2,16
12225130,2,21
12225160,2,65
12225220,2,17
12225400,2,19
12225460,2,24
12225520,2,61
12225610,2,18
12225760,1,40
12225790,2,53
12225850,2,25
12225970,2,18
12226030,2,24
12226090,2,35
12226270,2,26
12226420,2,15
12226450,1,30
12226480,1,49
12226630,2,15
12226750,2,14
12226900,2,36
12226930,2,27
12226990,2,42
122270,,33
12227050,2,26
12227290,1,24
12227350,2,23
12227470,1,18
12227590,2,60
12227620,2,13
12227650,2,43
12227740,1,15
12227770,2,23
12227800,2,19
12227860,2,20
12227890,2,21
12227920,1,20
12227980,2,35
12228010,2,25
12228040,1,20
12228130,2,65
12228160,2,23
12228280,2,39
12228400,2,37
12228460,2,43
12228490,1,57
12228760,2,19
12228790,2,62
12229060,2,34
12229150,2,19
12229180,2,42
12229240,2,33
12229360,2,36
12229480,1,25
12229510,2,34
12229540,2,19
12229600,1,30
12229780,2,28
12229960,2,39
12230050,1,64
12230110,1,36
12230140,2,30
12230200,1,20
12230230,2,18
12230260,2,25
1223030,1,29
12230500,1,17
12230530,1,22
12230800,2,17
12231040,2,18
12231070,1,34
12231160,2,21
12231190,1,57
12231220,2,25
12231370,2,50
12231490,1,65
12231790,1,21
12231850,2,14
12231910,2,22
12232210,2,40
12232300,2,60
12232390,2,52
12232510,2,48
12232540,2,25
12232570,2,19
12232900,2,43
12233050,2,18
12233140,2,21
12233200,2,25
12233380,2,34
12233440,2,64
12233500,1,25
12233530,2,36
12233920,2,20
12233950,2,20
12234040,,16
12234220,2,18
12234250,,16
12234400,2,20
12234430,2,19
12234550,1,44
12234640,1,50
12234820,2,17
12234850,2,16
12234910,2,19
12234940,1,69
12234970,2,48
12235030,2,22
12235060,2,27
12235180,2,19
12235210,2,16
12235240,2,20
12235270,1,124
1223530,1,34
12235360,2,37
12235420,2,28
12235480,2,16
1223550,2,26
12235540,2,24
12235570,2,35
12235690,2,119
12235810,2,21
12235840,2,21
12235960,1,64
12236020,1,25
12236260,,57
12236470,2,50
12236530,2,51
12236560,2,45
12236590,2,60
12236680,1,56
12236710,2,99
12236800,2,25
12236890,2,16
1223690,2,39
12236950,1,44
12236980,2,25
12237010,2,20
12237070,1,65
12237160,1,12
12237250,1,16
12237310,2,21
12237340,2,23
12237430,2,22
12237520,2,24
12237610,1,25
12237640,2,50
12237730,1,26
12237970,2,18
12238060,1,25
12238360,2,20
12238690,2,21
12238780,1,43
1223890,2,24
12238900,1,50
12239020,2,27
12239080,2,67
12239350,2,56
12239470,2,58
12239560,2,29
12239620,2,19
12239920,2,29
12240040,2,25
12240070,2,18
12240130,2,17
12240250,2,97
12240400,2,21
12240670,2,27
12240790,2,22
1224090,2,25
12240910,1,18
12240940,2,62
12241000,2,17
12241030,1,17
12241060,2,19
12241360,2,36
12241480,2,36
12241540,2,68
12241570,1,42
12241600,1,62
12241660,1,74
12241750,1,54
12241930,2,18
12242020,2,23
12242290,2,20
12242350,2,24
12242440,2,54
12242680,1,52
12242920,1,22
12243070,2,17
12243190,1,49
12243370,1,50
12243460,2,18
12243490,2,18
12243520,2,34
12243550,2,25
12243580,2,20
12243610,1,57
12243790,2,20
12243850,1,20
12243880,1,23
12243910,2,42
12243970,2,17
12244090,2,43
12244150,2,18
12244180,2,19
12244270,2,74
12244330,2,37
12244360,2,31
12244390,2,20
12244480,2,55
12244600,2,30
12244630,2,47
12244810,1,37
12244840,2,20
12244870,2,38
12245230,2,21
12245770,1,16
12245800,2,23
12245830,2,18
12245980,2,22
12246040,2,27
12246070,2,37
12246130,2,21
12246160,2,26
12246190,2,43
12246310,1,16
12246340,1,21
12246490,1,34
12246640,2,24
12246730,2,16
12246760,2,18
12246820,1,25
12246970,2,42
12247030,2,19
12247090,1,31
12247120,1,21
12247360,1,52
12247390,1,17
12247660,1,20
12247780,1,16
12247840,2,13
12247870,2,16
12248080,2,36
12248140,2,53
12248200,1,42
12248230,1,54
12248350,2,46
12248440,2,25
12248500,2,44
12248620,2,68
12248650,1,79
12248710,2,77
12248890,2,21
12249130,2,16
12249190,1,46
12249250,2,56
12249340,2,39
12249370,1,21
12249400,2,27
12249460,2,18
12249520,1,14
12249550,2,22
12249580,2,36
12249640,2,18
12249700,1,54
12249760,2,20
12249790,2,58
12249820,2,41
12249850,2,16
12250030,1,20
12250060,2,21
12250210,2,37
12250450,1,16
12250540,2,23
12250660,2,30
12250690,2,76
12250750,2,55
12250780,2,24
12250810,2,18
12251080,2,42
12251140,2,25
12251230,1,108
12251320,2,16
12251470,1,23
12251560,2,49
12251680,2,39
12251830,2,102
12251860,2,34
12251890,2,25
1225190,1,18
12251950,1,18
12252100,2,43
12252130,2,17
12252160,1,34
12252430,1,31
12252520,2,33
12252550,2,25
12252640,2,16
12252670,1,22
1225280,2,41
12252910,2,47
12252940,2,22
12253030,2,19
12253060,2,22
12253210,2,21
12253270,2,16
12253390,2,25
12253480,2,39
12253600,2,17
12253630,2,38
12253660,2,40
12253690,1,18
12253720,1,52
12253750,2,27
12253900,1,21
12253990,2,19
12254020,2,28
12254170,2,20
12254260,2,119
12254290,2,51
1225430,,31
12254380,2,25
12254440,1,21
12254530,2,21
12254560,2,45
12254890,2,42
12255010,2,25
12255040,2,62
12255370,2,43
12255430,1,25
12255640,2,17
12255730,2,53
12255760,2,19
12255790,2,16
12255820,2,63
12255850,2,38
12255970,2,34
12256060,1,16
